load_test_level,jmeter_scope,risk_level,verification_status,method,path,group,purpose,auth_required,source,recommendation_reason,query_params,body_params,headers,response_keys
Do Not Load Test,exclude,high,static_only,GET,/thvendor/getCaptchaId.xhtml,thvendor,获取验证码会话 ID,False,current_spa_static_template,验证码、登录、支付、退款、上传、实名/注销或账号绑定类接口，不建议直接压测。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/mall/getCulturalProductDetail.xhtml,thvendor,详情查询接口,False,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/membership/bindPerson/getBind.xhtml,thvendor,会员卡/会员权益相关接口,False,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/membership/getDetail.xhtml,thvendor,详情查询接口,False,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/membership/transfer/getTransfer.xhtml,thvendor,会员卡/会员权益相关接口,False,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/wxMsg/schedule/v2/remind.xhtml,thvendor,静态包发现，未在本次抓包中拿到业务说明,False,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/cancel.xhtml,ticketing,取消/撤销相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/cart/cancelCartItem.xhtml,ticketing,取消/撤销相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/cart/cancelCartItemsBySession.xhtml,ticketing,取消/撤销相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/cancelPackOrder.xhtml,ticketing,取消/撤销相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/clearShippingInfo.xhtml,ticketing,删除/移除相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/confirmCart.xhtml,ticketing,购物车相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/discount/addPromoCode.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/discount/cancel.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/discount/confirm.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/discount/getRepo.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/discount/removePromoCode.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/discount/use.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/discount/usePoint.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/discount/validatePromoCode.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/getPackOrder.xhtml,ticketing,购物车相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/setContactInfo.xhtml,ticketing,详情查询接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/setDonation.xhtml,ticketing,购物车相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/setShippingInfo.xhtml,ticketing,详情查询接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/setShippingInfoBySubOrders.xhtml,ticketing,详情查询接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/setSingleOrderCert.xhtml,ticketing,购物车相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/show/addShowItems.xhtml,ticketing,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/ticket/addSeatItems.xhtml,ticketing,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/ticket/autoAddSeatItems.xhtml,ticketing,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/ticket/changeSeatPack.xhtml,ticketing,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/ticket/cleanSeatPack.xhtml,ticketing,购物车相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/updateItemCert.xhtml,ticketing,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/cart/upsertCartCert.xhtml,ticketing,购物车相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/addon/addonSplicing.xhtml,ticketing,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/addon/createAddonCulturalOrder.xhtml,ticketing,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/addon/getAddonDiscount.xhtml,ticketing,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/addon/getAvaiableAddonProductList.xhtml,ticketing,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/change/create.xhtml,ticketing,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/change/getChangeDetailInfo.xhtml,ticketing,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/change/getContainer.xhtml,ticketing,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/change/getOrder.xhtml,ticketing,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/change/preCreate.xhtml,ticketing,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/change/selectSeats.xhtml,ticketing,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/discount/addItemToRepoByCode.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/show/discount/cancelDiscount.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/show/discount/confirmDiscount.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/discount/removeItemFromRepoByCode.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/show/discount/useDiscount.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/discount/usePoint.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/transfer/acceptTransfer.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,current_spa_static_template,验证码、登录、支付、退款、上传、实名/注销或账号绑定类接口，不建议直接压测。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/transfer/startTransfer.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,current_spa_static_template,验证码、登录、支付、退款、上传、实名/注销或账号绑定类接口，不建议直接压测。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/addon/addonSplicing.xhtml,ticketing,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/addon/createAddonCulturalOrder.xhtml,ticketing,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/addon/getAddonDiscount.xhtml,ticketing,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/addon/getAvaiableAddonProductList.xhtml,ticketing,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/change/create.xhtml,ticketing,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/change/getContainer.xhtml,ticketing,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/change/getOrder.xhtml,ticketing,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/change/getSeatInfo.xhtml,ticketing,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/change/preCreate.xhtml,ticketing,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/change/selectSeats.xhtml,ticketing,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/discount/addItemToRepoByCode.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/discount/cancelDiscount.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/ticket/discount/confirmDiscount.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/discount/removeItemFromRepoByCode.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/discount/useDiscount.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/discount/usePoint.xhtml,ticketing,查询座位/票价优惠,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/getSeatImages.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/getSpecialSeatEnableConfig.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/ticket/packorder/activeOrder.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/ticket/packorder/payOrder.xhtml,ticketing,支付/重新支付相关接口,True,current_spa_static_template,验证码、登录、支付、退款、上传、实名/注销或账号绑定类接口，不建议直接压测。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/scheduleDateList.xhtml,ticketing,列表/分页查询接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/ticket/seasonpack/addPackDetail.xhtml,ticketing,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/ticket/seasonpack/cancelPackDetail.xhtml,ticketing,取消/撤销相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/ticket/seasonpack/cancelPackOrder.xhtml,ticketing,取消/撤销相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/ticket/seasonpack/confirmOrder.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/ticket/seasonpack/createOrder.xhtml,ticketing,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/seasonpack/processLastOrder.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/ticket/seasonpack/updateContact.xhtml,ticketing,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/transfer/acceptTransfer.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,current_spa_static_template,验证码、登录、支付、退款、上传、实名/注销或账号绑定类接口，不建议直接压测。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/transfer/startTransfer.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,True,current_spa_static_template,验证码、登录、支付、退款、上传、实名/注销或账号绑定类接口，不建议直接压测。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/show/supportReserveProgramShowList.xhtml,ticketing,列表/分页查询接口,False,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/show/transfer/getTransfer.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,False,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/stand/program/show/countdown.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,False,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/ticket/seasonpack/detail.xhtml,ticketing,详情查询接口,False,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/ticket/seasonpack/getSchedules.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,False,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/ticket/transfer/getTransfer.xhtml,ticketing,静态包发现，未在本次抓包中拿到业务说明,False,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
